City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,lavrentiya,65.5833,-171.0,-7.17,90,100,18.77,RU,1612496252
369,mangrol,21.1167,70.1167,70.47,38,0,11.79,IN,1612496454
370,manado,1.487,124.8455,84.2,70,40,11.5,ID,1612496267
371,nantucket,41.2835,-70.0995,28.4,86,1,6.91,US,1612496455
372,vallenar,-28.5708,-70.7581,63.99,64,90,2.53,CL,1612496455
373,belyy yar,53.6039,91.3903,10.4,85,100,2.24,RU,1612496455
374,aklavik,68.2191,-135.0107,-36.4,74,99,8.05,CA,1612496253
375,sabang,5.8933,95.3214,81.46,76,48,25.61,ID,1612496456
376,sao filipe,14.8961,-24.4956,71.71,74,100,11.01,CV,1612496456
377,erzin,36.9559,36.2,55.0,64,0,11.01,TR,1612496456
378,rongcheng,30.634,117.8517,52.32,84,98,4.52,CN,1612496457
379,usinsk,65.9939,57.5281,-3.5,91,100,17.67,RU,1612496457
380,saint-augustin,51.226,-58.6502,34.32,95,100,14.29,CA,1612496249
381,sibu,2.3,111.8167,84.2,79,40,6.91,MY,1612496457
382,jalu,29.0331,21.5482,50.07,88,0,3.36,LY,1612496457
383,isangel,-19.55,169.2667,87.8,62,75,3.44,VU,1612496458
384,nhamunda,-2.1861,-56.7131,74.95,95,69,2.77,BR,1612496458
385,puerto cabezas,14.0351,-83.3888,71.13,84,15,8.19,NI,1612496458
386,isla mujeres,21.2311,-86.731,75.0,68,20,6.91,MX,1612496459
387,yongan,39.6957,113.6871,36.61,65,0,24.18,CN,1612496459
388,lhokseumawe,5.1801,97.1507,83.43,68,81,8.14,ID,1612496459
389,kostroma,57.7708,40.9344,12.2,85,40,4.47,RU,1612496460
390,nishihara,26.1842,127.7558,71.6,37,40,9.22,JP,1612496315
391,ban dung,17.699,103.2596,80.01,44,0,5.21,TH,1612496460
392,dryden,49.7833,-92.7503,3.2,78,90,11.5,CA,1612496274
393,lazaro cardenas,17.9583,-102.2,73.38,81,2,2.89,MX,1612496460
394,san cristobal,7.7669,-72.225,69.4,67,79,1.23,VE,1612496389
395,halifax,44.6453,-63.5724,35.6,100,100,1.14,CA,1612496246
396,touros,-5.1989,-35.4608,78.8,78,20,9.22,BR,1612496461
397,alta floresta,-9.8756,-56.0861,72.25,97,76,2.33,BR,1612496236
398,pevek,69.7008,170.3133,-14.46,81,81,1.32,RU,1612496461
399,harnosand,62.6323,17.9379,18.0,85,30,9.22,SE,1612496462
400,kutum,14.2,24.6667,49.77,46,2,11.16,SD,1612496462
401,leopold,-38.1833,144.4667,75.0,100,75,14.97,AU,1612496462
402,san juan,-31.5375,-68.5364,77.68,22,0,7.16,AR,1612496462
403,santa fe,-31.6333,-60.7,64.6,55,0,2.1,AR,1612496463
404,kidal,18.4411,1.4078,66.87,23,79,12.44,ML,1612496463
405,evensk,61.95,159.2333,1.18,89,100,16.2,RU,1612496463
406,pangkalanbuun,-2.6833,111.6167,90.3,56,43,4.85,ID,1612496463
407,turukhansk,65.8167,87.9833,-25.96,86,99,2.93,RU,1612496464
408,fujimi,35.8578,139.5577,53.01,37,20,6.91,JP,1612496464
409,buenaventura,3.8801,-77.0312,66.0,74,85,1.48,CO,1612496464
410,caravelas,-17.7125,-39.2481,76.5,85,0,7.36,BR,1612496464
411,palenque,17.5167,-91.9667,65.66,80,0,5.19,MX,1612496464
412,nouadhibou,20.931,-17.0347,62.6,94,55,4.61,MR,1612496465
413,kasongo,-4.45,26.6667,67.17,99,62,2.3,CD,1612496465
414,erenhot,43.6475,111.9767,25.07,92,86,13.62,CN,1612496465
415,bathsheba,13.2167,-59.5167,78.8,65,40,18.41,BB,1612496465
416,qaqortoq,60.7167,-46.0333,15.8,38,74,3.44,GL,1612496465
417,shenandoah,30.4013,-91.0009,64.99,85,100,1.99,US,1612496466
418,agadez,19.75,10.25,55.36,37,0,7.07,NE,1612496466
419,bairiki,1.3292,172.9752,86.0,70,40,9.22,KI,1612496466
420,bereda,43.2686,-7.5406,45.0,100,95,1.99,ES,1612496466
421,coruripe,-10.1256,-36.1756,77.99,81,25,11.54,BR,1612496467
422,conceicao do araguaia,-8.2578,-49.2647,75.07,81,64,2.53,BR,1612496467
423,bonthe,7.5264,-12.505,76.84,88,20,5.99,SL,1612496254
424,bilma,18.6853,12.9164,58.75,33,0,8.16,NE,1612496467
425,alice town,25.7167,-79.3,68.36,60,37,11.77,BS,1612496467
426,taywarah,33.35,64.4167,28.47,70,0,3.11,AF,1612496468
427,adrar,20.5022,-10.0711,64.44,26,57,4.7,MR,1612496468
428,dolores,-36.3132,-57.6792,55.31,94,0,7.65,AR,1612496468
429,horsham,51.064,-0.3272,46.99,100,75,4.61,GB,1612496393
430,dawei,14.0833,98.2,91.99,29,16,0.94,MM,1612496469
431,sault sainte marie,46.5168,-84.3333,30.2,93,90,10.36,CA,1612496440
432,clearlake,38.9582,-122.6264,48.99,50,0,1.99,US,1612496469
433,wielun,51.221,18.5696,28.0,87,85,5.37,PL,1612496470
434,simao,22.7886,100.9748,71.65,30,0,3.65,CN,1612496319
435,sauk village,41.4884,-87.5675,23.0,86,90,26.46,US,1612496470
436,flinders,-34.5833,150.8552,84.0,69,18,7.0,AU,1612496470
437,ures,29.4333,-110.4,66.99,40,82,3.0,MX,1612496470
438,longhua,23.6137,114.1919,82.47,32,0,1.72,CN,1612496471
439,ancud,-41.8697,-73.8203,68.0,49,0,6.91,CL,1612496272
440,ust-maya,60.4167,134.5333,-30.33,80,100,0.36,RU,1612496471
441,aksarka,66.5606,67.7975,-23.26,87,63,4.94,RU,1612496471
442,bielsk podlaski,52.7651,23.1865,14.0,87,27,3.96,PL,1612496472
443,celendin,-6.8703,-78.1517,52.79,83,99,1.52,PE,1612496472
444,el campo,29.1966,-96.2697,66.99,55,90,11.5,US,1612496473
445,laibin,23.7,109.2667,77.13,31,0,8.81,CN,1612496473
446,basco,20.4487,121.9702,71.35,73,57,19.15,PH,1612496473
447,burlington,39.8835,-74.6413,32.0,64,1,4.41,US,1612496292
448,kruisfontein,-34.0033,24.7314,62.01,96,0,1.01,ZA,1612496474
449,dongkan,33.9997,119.8308,52.41,54,90,10.09,CN,1612496474
450,auki,-8.7676,160.7034,85.17,66,28,8.57,SB,1612496474
451,sanquelim,15.5833,74.0,75.2,69,30,5.75,IN,1612496475
452,casper,42.8666,-106.3131,27.0,73,20,6.91,US,1612496475
453,taybad,34.74,60.7756,48.2,46,20,13.62,IR,1612496475
454,tomatlan,19.9333,-105.25,65.46,80,0,3.31,MX,1612496475
455,sambava,-14.2667,50.1667,76.8,85,65,5.55,MG,1612496476
456,dukat,62.55,155.55,-19.95,85,100,4.16,RU,1612496324
457,puerto madryn,-42.7692,-65.0385,85.37,18,0,27.07,AR,1612496476
458,baruun-urt,46.6806,113.2792,13.73,93,21,10.4,MN,1612496476
459,muroto,33.2833,134.15,53.6,30,75,4.61,JP,1612496476
460,geraldton,-28.7667,114.6,78.8,29,75,25.32,AU,1612496477
461,tuatapere,-46.1333,167.6833,65.34,58,63,7.14,NZ,1612496253
462,point pedro,9.8167,80.2333,77.9,74,45,13.13,LK,1612496477
463,saint-paul,-21.0096,55.2707,77.0,78,75,12.66,RE,1612496477
464,shenzhen,22.5455,114.0683,75.0,59,12,3.0,CN,1612496220
465,panaba,21.2833,-88.2667,64.06,83,0,8.12,MX,1612496478
466,mehamn,71.0357,27.8492,27.05,91,100,13.22,NO,1612496246
467,maceio,-9.6658,-35.7353,75.2,94,0,3.44,BR,1612496478
468,minggang,32.4586,114.0486,58.64,38,0,7.83,CN,1612496478
469,solwezi,-12.1688,26.3894,59.56,94,93,1.34,ZM,1612496479
470,redding,40.5865,-122.3917,57.2,30,1,10.36,US,1612496479
471,saskylakh,71.9167,114.0833,-32.76,81,73,1.23,RU,1612496479
472,amuntai,-2.4177,115.2494,75.4,95,100,1.59,ID,1612496479
473,maumere,-8.6199,122.2111,83.57,77,85,11.43,ID,1612496479
474,taikang,46.8333,124.4167,9.5,92,98,4.88,CN,1612496480
475,kungurtug,50.5994,97.5228,17.04,91,100,3.44,RU,1612496480
476,okhotsk,59.3833,143.3,3.72,88,93,10.74,RU,1612496275
477,general roca,-39.0333,-67.5833,75.2,57,0,2.3,AR,1612496481
478,karlskoga,59.3267,14.5239,14.0,85,20,8.05,SE,1612496481
479,willmar,45.1219,-95.0433,8.6,72,1,20.71,US,1612496481
480,banyo,6.75,11.8167,61.81,30,7,2.26,CM,1612496481
481,kirakira,-10.4544,161.9205,84.63,73,64,8.08,SB,1612496482
482,deputatskiy,69.3,139.9,-25.94,88,88,3.42,RU,1612496482
483,belaya gora,68.5333,146.4167,-18.47,87,69,10.02,RU,1612496482
484,sioux lookout,50.1001,-91.917,5.0,78,90,12.66,CA,1612496482
485,manokwari,-0.8667,134.0833,82.74,73,100,8.59,ID,1612496483
486,jabinyanah,35.035,10.9081,55.4,47,20,5.75,TN,1612496483
487,bonavista,48.6499,-53.1147,36.0,100,97,1.14,CA,1612496483
488,bocas del toro,9.3333,-82.25,66.0,67,98,7.0,PA,1612496483
489,sept-iles,50.2001,-66.3821,30.2,80,88,4.61,CA,1612496188
490,chufarovo,54.0963,47.3367,36.41,97,100,10.85,RU,1612496484
491,celestun,20.8667,-90.4,71.37,67,0,10.83,MX,1612496484
492,las palmas,28.4204,-14.0131,57.2,72,73,16.11,ES,1612496484
493,college,64.8569,-147.8028,-22.0,68,40,2.64,US,1612496316
494,bhag,29.0415,67.8239,65.48,25,0,1.63,PK,1612496485
495,lujan,-34.5703,-59.105,68.0,80,0,1.99,AR,1612496485
496,berlevag,70.8578,29.0864,27.41,90,100,13.89,NO,1612496485
497,constitucion,-35.3333,-72.4167,59.58,90,89,3.09,CL,1612496291
498,omboue,-1.5746,9.2618,77.86,88,89,4.72,GA,1612496485
499,thaba-tseka,-29.522,28.6084,50.63,87,0,0.85,LS,1612496199
500,san luis,-33.295,-66.3356,67.91,36,0,9.8,AR,1612496320
501,yerofey pavlovich,53.9667,121.9667,-6.81,82,71,3.33,RU,1612496486
502,moron,-34.6534,-58.6198,73.0,60,0,1.99,AR,1612496486
503,sibolga,1.7427,98.7792,85.39,62,100,4.32,ID,1612496486
504,srivardhan,18.0333,73.0167,78.62,42,1,5.93,IN,1612496487
505,faya,18.3851,42.4509,59.0,51,0,8.05,SA,1612496293
506,pitea,65.3172,21.4794,19.4,93,90,5.75,SE,1612496487
507,barreiras,-12.1528,-44.99,72.07,92,98,1.12,BR,1612496487
508,along,28.1667,94.7667,70.9,36,70,0.45,IN,1612496487
509,andenes,69.3143,16.1194,35.6,69,75,24.16,NO,1612496323
510,dingle,10.9995,122.6711,82.94,79,83,15.46,PH,1612496488
511,mirabad,30.4362,61.8383,53.94,37,0,6.08,AF,1612496488
512,leo,11.1,-2.1,72.73,21,73,7.09,BF,1612496488
513,mendeleyevsk,55.9082,52.2905,33.8,100,90,11.18,RU,1612496488
514,acapulco,16.8634,-99.8901,78.8,78,75,3.44,MX,1612496274
515,roma,43.2128,-75.4557,23.0,80,1,6.91,US,1612496489
516,itoman,26.1247,127.6694,71.01,49,40,9.22,JP,1612496489
517,pemba,-12.974,40.5178,77.0,94,75,6.91,MZ,1612496270
518,comodoro rivadavia,-45.8667,-67.5,77.0,31,0,14.97,AR,1612496255
519,kastamonu,41.5,33.6667,41.79,83,57,9.19,TR,1612496490
520,grand gaube,-20.0064,57.6608,80.01,74,2,5.01,MU,1612496230
521,stornoway,58.2093,-6.3865,35.6,93,75,27.63,GB,1612496490
522,yarkovo,57.4028,67.0786,18.23,98,98,4.9,RU,1612496490
523,griffith,41.5284,-87.4237,26.6,86,90,26.46,US,1612496491
524,umm bab,25.2142,50.8072,64.0,100,90,3.44,QA,1612496491
525,bongor,10.2806,15.3722,66.09,26,18,7.02,TD,1612496491
526,pyapon,16.2833,95.6833,87.17,37,0,5.57,MM,1612496491
527,paamiut,61.994,-49.6678,18.21,75,0,5.03,GL,1612496491
528,coihaique,-45.5752,-72.0662,60.8,63,0,2.3,CL,1612496492
529,prince rupert,54.3161,-130.3201,39.2,93,90,6.91,CA,1612496492
530,sorong,-0.8833,131.25,83.95,68,100,5.01,ID,1612496492
531,dombarovskiy,50.7587,59.5386,34.7,98,100,9.15,RU,1612496493
532,jojoima,7.8792,-10.7878,71.78,95,0,2.21,SL,1612496493
533,fonte boa,-2.4959,-66.2662,75.54,94,100,1.66,BR,1612496300
534,domoni,-12.2569,44.5319,81.5,73,84,3.56,KM,1612496493
535,kupang,-10.1667,123.5833,84.2,84,40,16.11,ID,1612496493
536,marsh harbour,26.5412,-77.0636,65.55,55,56,7.18,BS,1612496494
537,tortoli,39.9256,9.6572,53.01,59,37,2.62,IT,1612496494
538,avera,33.194,-82.5271,50.0,49,1,6.91,US,1612496494
539,kpandu,6.9954,0.2931,78.94,77,5,5.19,GH,1612496494
540,iskateley,67.6803,53.1512,-15.25,87,95,14.2,RU,1612496495
541,balkanabat,39.5108,54.3671,53.04,42,100,6.42,TM,1612496495
542,gravdal,68.1214,13.5031,35.11,84,100,16.89,NO,1612496495
543,torrington,41.8007,-73.1212,25.0,85,4,1.01,US,1612496496
544,kincardine,56.0667,-3.7167,42.8,87,90,12.66,GB,1612496496
545,puerto narino,-3.7703,-70.3831,75.2,100,40,2.37,CO,1612496496
546,ahuimanu,21.4447,-157.8378,71.6,56,40,11.5,US,1612496496
547,bethel,41.3712,-73.414,26.01,86,1,2.17,US,1612496298
548,sawakin,19.1059,37.3321,73.56,54,88,14.43,SD,1612496497
549,peremyshlyany,49.6652,24.5585,30.2,93,75,6.71,UA,1612496497
550,honiara,-9.4333,159.95,84.74,70,5,7.25,SB,1612496377
551,bitaogan,6.7684,126.0774,87.8,66,75,12.66,PH,1612496498
552,kalabo,-14.97,22.6814,66.31,92,92,3.31,ZM,1612496496
553,omsukchan,62.5333,155.8,-16.35,85,100,4.0,RU,1612496498
554,najran,17.4924,44.1277,55.4,35,0,3.18,SA,1612496498
555,punta de piedra,7.6176,-71.4916,77.94,60,88,2.44,VE,1612496499
556,lesnoy,57.6198,63.0784,21.31,98,85,5.97,RU,1612496499
557,mattru,7.6244,-11.8332,73.96,93,2,2.44,SL,1612496499
558,barpeta,26.3167,91.0,64.4,63,20,8.93,IN,1612496499
559,itaporanga,-7.3044,-38.1503,74.08,79,49,5.19,BR,1612496500
560,bentiu,9.2333,29.8333,70.12,23,0,7.29,SS,1612496500
561,suwannaphum,15.6035,103.8021,82.99,53,0,11.5,TH,1612496500
